reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
248_OAD_CA1,"Grand Union Canal",,"No appraisal document","https://www.oadby-wigston.gov.uk/pages/grand_union_canal_conservation_area",,,"",local-authority:OAD,,,,44001128
248_OAD_CA2,"The Lanes",,"https://www.oadby-wigston.gov.uk/files/documents/the_lanes_conservation_area_appraisal_low_resolution/Adopt_The%20Lanes%20CAA%20lo.pdf","https://www.oadby-wigston.gov.uk/pages/the_lanes_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001120
248_OAD_CA3,"North Memorial Homes",,"https://www.oadby-wigston.gov.uk/files/documents/north_memorial_and_framework_knitter_conservation_area_appraisal_low_resolution/Adopt%20Appraisal_FWK%20NMH%20CAA%20lo.pdf","https://www.oadby-wigston.gov.uk/pages/north_memorial_homes_and_framework_knitters_cottages_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001125
248_OAD_CA4,"Spa Lane",,"https://www.oadby-wigston.gov.uk/files/documents/spa_lane_conservation_area_appraisal_low_resolution/Adopt_Spa%20Lane%20CAA%20lo.pdf","https://www.oadby-wigston.gov.uk/pages/spa_lane_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001121
248_OAD_CA5,"South Wigston",,"https://www.oadby-wigston.gov.uk/files/documents/south_wigston_conservation_area_appraisal_part_1/Appraisal_adopt_swig1.pdf","https://www.oadby-wigston.gov.uk/pages/south_wigston_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001122
248_OAD_CA6,"Oadby Hill Top and Meadowcourt",,"https://www.oadby-wigston.gov.uk/files/documents/oadby_hill_top_and_meadowcourt_conservation_area_appraisal/Hill%2520Top%2520CAA_lo%2520res.pdf","https://www.oadby-wigston.gov.uk/pages/oadby_hill_top_and_meadowcourt_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001123
248_OAD_CA7,"Oadby Court",,"https://www.oadby-wigston.gov.uk/files/documents/oadby_court_conservation_area_appraisal_and_dc_guidance/Adopt_Oadby%2520Court%2520hi.pdf","https://www.oadby-wigston.gov.uk/pages/oadby_court_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001124
248_OAD_CA8,"Midland Cottages",,"https://www.oadby-wigston.gov.uk/files/documents/midland_cottages_conservation_area_appraisal_and_dc_guidance_part_2/Midland%20Cottages%20Conservation%20Area%20Appraisal_web_chap6-10.pdf","https://www.oadby-wigston.gov.uk/pages/midland_cottages_conservation_area",,,"Extra documents are available. Best Map is shown on page 12 of the appraisal document. ",local-authority:OAD,,,,44001126
248_OAD_CA9,"London Road and Saint Peters",,"https://www.oadby-wigston.gov.uk/files/documents/london_road_and_saint_peters_conservation_area_appraisal_low_resolution/Adopt_St%20Peters%20CAA%20lo.pdf","https://www.oadby-wigston.gov.uk/pages/london_road_and_saint_peters_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001127
248_OAD_CA10,"All Saints",,"https://www.oadby-wigston.gov.uk/files/documents/all_saints_conservation_area_appraisal_low_resolution/All%20Saints%20Conservation%20Area%20Appriasal%20%28low%20res%29.pdf","https://www.oadby-wigston.gov.uk/pages/all_saints_conservation_area",,,"Extra documents are available. ",local-authority:OAD,,,,44001129
